document_no,sentence_no,content
100,800,"Because of this, abandonment is not a viable option."
100,801,Derating the pipeline to less than 20% SMYS would reduce the capacity of the system resulting in an inability to meet customer demand and also is not an option.
100,802,Shut-In Analysis Line 85 will not be taken out of service during the install.
100,803,Pressure Control Fittings (PCF’s) will be utilized for the tie in of L-85 and all additional tie-ins will be complete and the new line will be active before the existing line is taken out of service.
100,804,There is no need for CNG support with this project.
100,805,Forecast Methodology SoCalGas developed a Total Installed Cost (TIC) estimate to implement the above scope of work.
100,806,"The TIC estimate includes direct costs associated with project management, engineering and design, environmental permitting, land acquisition, material and equipment procurement, and construction."
100,807,Schedule The schedule was developed based on the seven stage project life cycle described in testimony.
100,808,"As defined in testimony, key project deliverables were identified and incorporated into a work breakdown structure."
100,809,"This work breakdown structure was then sequenced, and predecessor and successor tasks were linked."
100,810,Estimated durations were established for each task to derive a total project timeline.
100,811,"As described in greater detail below, the preliminary Construction Schedule is estimated to be 187 working days."
100,812,"Southern California Gas Company 2019 GRC APP192snchoonHighlightProject Map for Line 85 PROJECT MILEAGE TABLE PHASE MILEAGE PHASE 1B 9.358 PHASE 2A 0.014 ACCELERATED - PHASE 2B 1.004 INCIDENTAL/RE-ROUTE 2.654 TOTAL MILEAGE 13.030 Southern California Gas Company 2019 GRC APP193[image: image73.jpg] course Golf Course Rd Creek 119 Elk Hour Rd Broad Gre 85 NORTH 19 port p Legend Re-route .assoon Phase 2A XXXXX Incidental Abandon Gardner Field Roy Replace Test Pipeline 0 0.25 0.5 1 Sources: Esri, HERE, Delorme, USGS, Intermap, INCREMENT P, NRCan, Esri Japan, METI, Esri China Miles (Hong Kong), Esri Korea, Esri (Thailand), MapmyIndia, NGCC, @ OpenStreetMap contributors, and the GIS User Community Satellite Map for Line 85 Southern California Gas Company 2019 GRC APP194[image: image74.jpg] Course Golf Course Rd 119 last Rid 85 NORTH Airport Rd LECedar St Legend Re-route Abandon Gardner Feld Ry Replace Test 0 0.25 0.5 Pipeline Miles Esri, HERE, DeLorme, MapmyIndia, @ OpenStreetMap contributors, Esri, HERE, DeLorme, MapmyIndia, OpenStreetMap contributors, and the GIS user community, Source: Esri, DigitalGlobe, GeoEye, Earthstar Geographics, CNES/Airbus DS, USDA, USGS, AeroGRID, IGN, and the GIS User Community The direct cost for each area are summarized below."
100,813,"Material Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $1,285,717 $10,550,699 $4,675,747 $16,512,163 TOTAL DIRECT COSTS $0 $0 $1,285,717 $10,550,699 $4,675,747 $16,512,163 Assumptions Materials for this project will not be purchased until final internal authorization is obtained."
100,814,"This will allow for material to be procured, inspected and delivered to coincide with the anticipated construction start date."
100,815,"Construction Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $0 $0 $47,068,026 $47,068,026 TOTAL DIRECT COSTS $0 $0 $0 $0 $47,068,026 $47,068,026 Assumptions In the development of the construction estimate, the following assumptions and clarifications have been made: • Pricing is based on current construction costs in Kern County, CA • Construction scheduled to include 187 working days (10 hours per day, five days per week) • Receipt of materials to main laydown yard • Pipe can be placed along Right of Way (ROW) without restriction • There will be a total of three laydown yards • Backfilling of excavations with zero-sack slurry to one foot above pipeline; remainder of backfilling with native soil or as required by permit; excess spoils will be hauled off and disposed • Isolation and final tie-ins are a continuous operation • Mechanical excavation up to approximately two feet of the existing pipeline; hand excavation within the two-foot zone • Estimate does not include holiday work, cultural resources, or ground water Additional Construction Information • Site Mobilization / Site Facilities - One mobilization and one demobilization - Placement of two office trailers at laydown yard - Site facility costs to cover a nine-month duration Southern California Gas Company 2019 GRC APP195- Crushed rock for laydown yards • Site Preparation - Temporary fencing has been included for the laydown yards • Site Management / Best Management Practices (BMPs) - BMP materials for spoil piles, laydown yards, and work sites • SoCalGas / Company Furnished Material Handling - Unloading by contractor of 175 loads of SoCalGas furnished material at the main laydown yard • Traffic Control - Traffic control included as required by permit • Utility Locates - 13 days included for locating and exposing foreign line crossings and identifying alignment of existing gas facilities • Isolate Existing Pipeline - Pipeline will be isolated and blown down in conjuction with tie-in activities - Pipeline will not be separately isolated until new pipeline has been installed and tested • Pressure Test Pipeline - Pipeline will be hydrotested in two separate segments - Testing of the pipeline will occur during one day for each segment - Dewater and drying of the pipeline will occur over the course of eight-day period • Tie-In Pipeline - The pipeline will be tied-in using five Pressure Control Fittings (PCF) - 10-day period for line seasoning - X-ray of all welds • Paving - Paving restorations for affected areas included • Retire / Abandon Existing Pipeline - Existing pipeline will be purged and sealed • Site Restoration - Temporary fencing will be removed from the laydown yards Southern California Gas Company 2019 GRC APP196- ROW will be graded and restored to its original condition - Restoration of disturbed soil at yards • Site Demobilization - Demobilization of site facilities, crew, and equipment - Excess piping will be hauled to SoCalGas designated yard • Field Overhead - One Project Manager, one Cost Controller, one Superintendent, One Scheduler (Part Time), Two Safety Personnel for full project duration - One Part Time Scheduler - Two water trucks with drivers are included for dust suppression - Three site security personnel for all non-working hours - Lodging and expenses for field personnel and project management team for full project duration Environmental Survey/Permitting/Monitoring Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR* $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $320,478 $801,196 $2,702,206 $0 $491,595 $4,315,475 TOTAL DIRECT COSTS $320,478 $801,196 $2,702,206 $0 $491,595 $4,315,475 * Direct Labor costs accounted for in Company Labor table Assumptions In calculating the total estimated environmental costs for the Line 85 project, the following items were considered: • Environmental Services (permitting, surveys, and monitoring) • Abatement (asbestos and lead) • Hazardous and non-hazardous waste containments/Disposal (including hydrotest water management and/or disposal) • Permit fees • Mitigation The high-level assumptions and specific level of effort to provide environmental support for this project are described in more detail below."
100,816,"Environmnetal Labor • Environmental Contract Services Labor - 13,404 hours Southern California Gas Company 2019 GRC APP197• Document Preparation and Project Management The following environmental issues and/or items were addressed in the cost estimate: • SoCalGas Environmental Services support in addition to consultant support will be provided for the duration of project ( e.g. planning, permitting, construction, and closeout)."
100,817,"- Document Production anticipated - Level of California Environmental Quality Act/ National Environmental Policy Act documentation assumed is Mitigated Negative Declaration (MND)/Environmental Assessment (EA) - Storm Water Pollution Prevention Plan (SWPPP) and Notice of Intent - Dust Control Plan required by San Joaquin Valley Air Pollution Control District (SJVAPCD) - Cultural resource survey report for consultation with the Bureau of Land Managments (BLM) - Native American consultation • Pre-Construction Surveys - Habitat assessment and nesting bird surveys - Waters delineation and permitting - Preconstruction clearance surveys for plants, wildlife, and nesting birds - Cultural resource surveys • Construction Monitoring - Two biological monitors during nine-month construction duration - One archaeological monitor and one Native American monitor during excavation within unimproved areas • Project Closeout Activities - Restoration support, permit reporting and closeout Abatement • 42 days for asbestos and lead paint abatement Water Treatment and Hazardous Materials • Source hydrostest water (approximately 1.8 million gallons) from location source and to be obtained by pipeline contractor • Hydrotest water delivery – Assumed trucking would not be necessary • Hydrotest water disposal – Assumed no treatment needed and beneficially reused onsite • Groundwater dewatering is not anticipated • Two days of Hydrotest standby support • Contaminated soil estimated at 5,000 tons and requiring up to 100 miles round-trip for transport and disposal • Waste sampling and profiling anticipated to support disposal of wastes generated during construction • Hazardous and non-hazardous waste transport and disposal anticipated for various wastes (e.g. lead paint, pigs used to dry the pipeline post hydrostatic testing, asbestos containing material, etc.) Southern California Gas Company 2019 GRC APP198Permit Fees • SWPPP fee (fees are set by the agency and are subject to change) • Dust Control fee for San Joaquin Valley APCD (fees are set by the agency and are subject to change) • California Department of Fish and Wildlife Section 1600 permit application fee (fees are set by agency and are subject to change) Mitigation Fees • $521,455 for pipeline replacement - Assumes 43.5 acres of mitigation credits required."
100,818,"• $109,091 for pipeline removal - Assumes 9.1 acres of mitigation credits required."
100,819,"Land & Right-of-Way Acquisition Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $105,695 $226,490 $754,966 $573,895 $34,835 $1,695,881 TOTAL DIRECT COSTS $105,695 $226,490 $754,966 $573,895 $34,835 $1,695,881 Assumptions The cost estimate was generated using a detailed spreadsheet covering items such as: • Legal Services • Permitting Fees • New Easement costs • Temporary Right of Entry (TRE) – Construction yards • Temporary Right of Entry (TRE) - Workspace Land Services Labor Land Contract Services Labor: 12,653 hours Factors such as ocation, zoning, current market price and square footage are considered to determine a final estimated value specific to easements and temporary rights of entry permits."
100,820,Previous project experience specific to the Kern County area was also considered in generating the cost estimate.
100,821,"Company Labor Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $1,203,428 $626,059 $801,814 $1,256,756 $2,620,145 $6,508,202 DIRECT NON-LABOR $0 $0 $0 $0 $0 $0 TOTAL DIRECT COSTS $1,203,428 $626,059 $801,814 $1,256,756 $2,620,145 $6,508,202 Southern California Gas Company 2019 GRC APP199Assumptions SoCalGas Non-Union Labor is estimated based upon activity level of effort and is divided into the following categories: • SoCalGas Labor – Management, Engineering, Non-Union Labor - Project Management (40,166 hours) - Project Field Management (1,487 hours) - Engineering Services (643 hours) - Construction Management / Inspectors (5,138 hours) - Environmental (4,608 hours) - Other Departments (32,874 hours) SoCalGas Union Labor costs were developed with the guidance of SoCalGas Construction Management and whose costs are duration-dependent and activity-specific."
100,822,"• SoCalGas Field Labor – Distribution, Transmission, Pipeline Integrity, and Other Field Departments - SoCalGas Field Labor: 3,660 hours Other Capital Costs Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $3,152,304 $1,208,337 $1,630,378 $583,152 $6,231,941 $12,806,112 TOTAL DIRECT COSTS $3,152,304 $1,208,337 $1,630,378 $583,152 $6,231,941 $12,806,112 Assumptions Other capital costs assume use of contracted Project Management, Engineering and Design services."
100,823,"The major components in this category include: • Engineering / Design Service (14,026 hours) • PM / Project Services (1,188 hours) • Survey (1,160 hours) • Construction Management (28,250 hours) Southern California Gas Company 2019 GRC APP200Project Costs Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $45,425 $0 $600,396 $0 $0 $645,821 DIRECT NON-LABOR $644,754 $0 $8,522,010 $0 $0 $9,166,764 TOTAL DIRECT COSTS $690,179 $0 $9,122,406 $0 $0 $9,812,585 Total Capital Costs $690,179 $0 $9,122,406 $0 $0 $9,812,585 *Actual costs incurred associated with planning and engineering design work are included in the project cost estimates."
100,824,Project Description The Supply Line 36-9-09 North Section 12 project will install 0.875 miles of pipe.
100,825,"SL-36-9-09 North is a high-pressure pipeline, this portion was installed in 1920."
100,826,This portion of the pipeline has an MAOP of psig.
100,827,"The project is located in San Luis Obispo County, CA, west of the city of Santa Margarita, CA, west of Highway 101, continuing southeast parallel to Highway 101 ending just southeast of the intersection of Highway 58 and Highway 101."
100,828,"The replacement consists of 0.686 miles of Phase 1B pipe, 0.192 miles of Phase 2A pipe and 0.026 miles of incidental pipe."
100,829,The incidental pipe has been included to improve constructability by providing a better tie-in point and easing site accessibility.
100,830,"The project takes place in a rural area, 0.438 miles of pipe will be installed using the open trench method."
100,831,"Approximately 2,305 feet will be installed via Horizontal Directional Drilling (HDD)."
100,832,The use of HDD is required to cross underneath the Santa Margarita Creek as well as the surrounding trees and rugged terrain.
100,833,The utilization of HDD resulted in the a more direct route which shortened the alignment by 0.029 miles.
100,834,Alternatives Considered Supply Line 36-9-09 North Section 12 is a critical line within the coastal distribution system and is the major supply line for customers in the area.
100,835,Abandoning this line would result in an inability to meet needs of customers in the Central Coast.
100,836,"Because of this, abandonment is not a viable option."
100,837,Derating this section of SL-36-9-09 North to less than 20% SMYS would reduce the capacity of the system resulting in an inability to meet customer demand during peak seasons and also is not an option.
100,838,Shut-In Analysis Supply Line 36-9-09 North Section 12 can be temporarily taken out of service during both winter and summer conditions.
100,839,The pipeline will be tied-in using Pressure Control Fittings (PCF).
100,840,There are two customers that will be supplied with CNG during the tie-in.
100,841,Forecast Methodology SoCalGas developed a Total Installed Cost (TIC) estimate to implement the above scope of work.
100,842,"The TIC estimate includes direct costs associated with project management, engineering and design, environmental permitting, land acquisition, material and equipment procurement, and construction."
100,843,Southern California Gas Company 2019 GRC APP201snchoonHighlightSchedule The schedule was developed based on the seven stage project life cycle described in testimony.
100,844,"As defined in testimony, key project deliverables were identified and incorporated into a work breakdown structure."
100,845,"This work breakdown structure was then sequenced, and predecessor and successor tasks were linked."
100,846,Estimated durations were established for each task to derive a total project timeline.
100,847,"As described in greater detail below, the preliminary Construction Schedule is estimated to be 48 working days."
100,848,Southern California Gas Company 2019 GRC APP202Project Map for SL-36-9-09N Section 12 PROJECT MILEAGE TABLE PHASE MILEAGE PHASE 1B 0.686 PHASE 2A 0.192 ACCELERATED - PHASE 2B 0 INCIDENTAL 0.026 INCIDENTAL RE-ROUTE* -0.029 TOTAL MILEAGE 0.875 * Incidental re-route mileage includes a re-route offset of -0.029 miles due to a more direct route.
100,849,Southern California Gas Company 2019 GRC APP203[image: image75.jpg] Twin Oal 36-9-09 NORTH Section 12 Ma na Creek AS 101 58 El Camino Real Legend Re-route Win Oaks Rd .co.
100,850,"Phase 2A XXXXX Incidental 211 Hydrotest 211 Replace Pipelines 201 400 BOO Sources: Esri, HERE, Delorme, USGS, Intermap, INCREMENT P, NRCan, Esri Japan, METI, Esri China Feet (Hong Kong), Esri Korea, Esri (Thailand), MapmyIndia, NGCC, @ OpenStreetMap contributors, and the GIS User Community Project Satellite Map for SL 36-9-09N-P1B Section 12 Southern California Gas Company 2019 GRC APP204[image: image76.jpg] 101 S CS 101 N Twin Oaks Ro 401 36-9-09 NORTH Section 12 US IC1 N US.101 S Margarita Cra CA-50 48 El Camino Real Twin Oaks 101 Legend 211 - Re-route Hydrotest Replace Pipeline 200 400 800 Feet Esn, HERE, Delore, Mapmyindia, ( Open StreetMap contributors, Esti, HERE, Del orme, Mapmyindia, ) OpenStreet Map contributors, and the GIS user community Sources Esn, DigitalGlobe GecEye, Earthstan Geographics, ONES Airbus BS, USDA, USGS, AeroGRID."
100,851,"IGN, and the C.S User Community The direct costs for each area are summarized below."
100,852,"Material Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $533,611 $0 $0 $533,611 TOTAL DIRECT COSTS $0 $0 $533,611 $0 $0 $533,611 Assumptions Materials for this project will not be purchased until final internal authorization is obtained."
100,853,"This will allow for material to be procured, inspected and delivered to coincide with the anticipated construction start date."
100,854,"Construction Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $3,768,162 $0 $0 $3,768,162 TOTAL DIRECT COSTS $0 $0 $3,768,162 $0 $0 $3,768,162 Assumptions In the development of the construction estimate, the following assumptions and clarifications have been made: • Pricing based on current construction costs in San Luis Obispo County, CA • Construction scheduled to include 48 working days (10 hours per day, five days per week) • Receipt of materials to main laydown yard • Pipe can be place along Right of Way (ROW) without restriction • There will be a total of two laydown yards • Backfilling of excavation with zero-sack slurry to one foot above pipeline; remainder of backfilling with native soil or as required by permit; excess spoils will be hauled off and disposed • Isolation and final tie-ins are a continuous operation • Installation of two water storage tanks • Mechanical excavation up to approximately two feet of the existing pipeline; hand excavation within the two-foot zone • A 2,305 linear feet (LF) HDD will be performed • Contaminated soil is expected at or near the HDD location • Estimate does not include holiday work, cultural resources, or ground water Southern California Gas Company 2019 GRC APP205Additional Construction Information • Site Mobilization / Site Facilities - One mobilization and one demobilization - Placement of two office trailers at the laydown yard - Site facility costs to cover a three-month duration - Crushed rock for laydown yards • Site Preparation - Temporary fencing has been included for all laydown yards • Site Management / Best Management Practices (BMP’s) - BMP materials for spoils piles, laydown yard, and work site • SoCalGas / Company Furnished Material Handling - Unloading by contractor of nine loads of SoCalGas furnished material at the main laydown yard • Traffic Control - A full time three-man crew will be used for traffic control • Utility Locates - Three days for exposure of foreign line crossings and identifying alignment of existing gas facilities • Isolate Existing Pipeline - Excavation of existing taps in preparation for tie-overs only - Pipeline will be isolated and blown down in conjunction with tie-in activities - Pipeline will not be separately isolated until new pipeline has been installed and tested • Pressure Test Pipeline - Set-up by contractor of two water storage tanks - Pipeline will be hydrotested in one complete segment - Testing of the pipeline will occur during one day - Dewater and drying of the pipeline will occur over a three day period - Pretesting of pipe prior to pull-back for the HDD section • Tie-in Pipeline - The pipeline will be tied-in using of two Pressure Control Fittings (PCF) - Two-day period for pipeline seasoning - X-ray of all welds • Paving - Paving restorations for affected areas included Southern California Gas Company 2019 GRC APP206• Retire / Abandon Existing Pipeline - Existing pipeline will be purged and sealed • Site Restoration - Temporary fencing will be removed from the laydown yards - ROW will be graded and restored to original condition - Hydroseeding of disturbed area(s) - Restoration of soil at yards • Site Demobilization - Demobilization of all site facilities, crew, and equipment - Excess piping will be hauled to SoCalGas designated yard • Field Overhead - One Project Manager, one Superintendent, and one Safety Personnel for full project duration - One Part-time Cost Controller - One water truck with driver and forklift for full project duration for dust suppression - One site security personnel for all non-working hours - Lodging and expenses for field personnel and project management team for full project duration Environmental Survey/Permitting/Monitoring Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $1,420,111 $0 $0 $1,420,111 TOTAL DIRECT COSTS $0 $0 $1,420,111 $0 $0 $1,420,111 Assumptions In calculating the total estimated environmental cost for PSEP SL-36-9-09 Section 12, the following items were considered: • Environmental Services (permitting support, surveys, and monitoring) • Abatement (asbestos and lead) • Hazardous and non-hazardous waste containment/disposal (including hydrostatic test water hauling, treatment and disposal) • Permit fees • Mitigation The high-level assumptions and specific level of effort to provide environmental support for this project are described in more detail below."
100,855,"Southern California Gas Company 2019 GRC APP207 Environmental Labor Environmental Contract Services Labor: 1,518 hours • Document Preparation and Project Management - SoCalGas Environmental Services support in addition to consultant support throughout duration of project (planning, permitting, construction, and closeout) - Document production anticipated: o Water delineation and Biological surveys o Habitat Mitigation and Monitoring Plan (HMMP) o Section 7 and State Historic Preservation Office (SHPO) coordination o Worker Environmental Awareness Program (WEAP) document o Phase 2 soil report for sampling o Cultural resources report o Storm Water Pollution and Prevention Plan (SWPPP) and Notice of Intent (NOI) o Preconstruction Clearances • Pre-Construction Surveys - Biological surveys including nesting birds - Cultural survey • Construction Monitoring - 25 days of environmental monitoring with one monitor • Project Closeout Activities - Site restoration, permit reporting, and closeout activities Abatement • Three days of asbestos abatement activities Water Treatment and Hazardous Materials • Hydrostatic test water (estimated at 19,400 gallons) will be acquired by the pipeline contractor • Hydrotest Water Delivery - assumed 200 miles round-trip to project site • Hydrotest Water Disposal – Assumed not treatment needed and reuse for dust control • Four days for hydrostatic test standby support • No groundwater dewatering is anticipated • Contaminated soil estimated at 801 tons and requiring up to 200 miles round-trip for transport and disposal • Waste sampling and profiling anticipated to support disposal of wastes generated during construction • Hazardous and non-hazardous waste transport and disposal anticipated for various wastes (e.g. contaminated soil, pigs used to dry the pipeline post hydrotest, asbestos containing material, etc.) Southern California Gas Company 2019 GRC APP208• Costs for addressing/cleaning up open release sites noted in agency databases located in the current alignment were not included in the estimate Permit Fees • SWPPP fee (fees a set by the agency and are subject to change) • California Department of Fish and Wildlife (CDFW) Streambed Alteration Agreement (SAA) fee (fees are set by the agency and are subject to change) • RWQCB Section 401 fee (fees are set by the agency and are subject to change) • California Environmental Quality Act (CEQA)/National Environmental Policy Act (NEPA) exempt Mitigation Fees • $64,800 - CDFW/U.S. Army Corp of Engineers (USACE)/RWQCB temporary impacts for 0.54 acres Land & Right-of-Way Acquisition Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $486,384 $0 $0 $486,384 TOTAL DIRECT COSTS $0 $0 $486,384 $0 $0 $486,384 Assumptions In generating the cost estimate, the following areas were considered: • Labor • Legal Services • Permitting Fees • New Easement costs • Temporary Right of Entry (TRE) - Construction yards • Temporary Right of Entry (TRE) – Workspace Land Services Labor • SoCalGas - Land Contract Services Labor: 1,317 hours Factors such as location, zoning, current market price and square footage are considered to determine a final estimated value specific to easements and temporary rights of entry permits."
100,856,"Previous project experience specific to the San Luis Obispo County was also considered in generating the cost estimate Southern California Gas Company 2019 GRC APP209Company Labor Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $45,425 $0 $600,396 $0 $0 $645,821 DIRECT NON-LABOR $0 $0 $0 $0 $0 $0 TOTAL DIRECT COSTS $45,425 $0 $600,396 $0 $0 $645,821 Assumptions SoCalGas Non-Union Labor is estimated based upon activity level of effort and is divided into the following categories: • SoCalGas Labor – Management, Engineering Labor, and Non-Union Labor - Project Management (2,327 hours) - Project Field Management (1,183 hours) - Project Engineers (215 hours) - Construction Managers / Inspectors (77 hours) - Environmental (617 hours) - Engineering Services (215 hours) - Other Departments (713 hours) SoCalGas Union Labor costs were developed with the guidance of SoCalGas Construction Management and whose costs are duration dependent and activity specific."
100,857,"• SoCalGas Field Labor – Distribution, Transmission, Pipeline Integrity, and Other Field Departments - SoCalGas Field Labor: 1,240 hours Other Capital Costs Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $644,754 $0 $2,313,742 $0 $0 $2,958,496 TOTAL DIRECT COSTS $644,754 $0 $2,313,742 $0 $0 $2,958,496 Assumptions Other capital costs assume use of contracted Project Management, Engineering, Survey and Design service."
100,858,"The major components in this category include: • Engineering / Design Services (9,843 hours) • PM / Project Services (5,906 hours) • Construction Management (3,940 hours) • Surveying / As-built (2,903 hours) Southern California Gas Company 2019 GRC APP210PROJECT COST Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $25,583 $0 $521,573 $148,275 $0 $695,431 DIRECT NON-LABOR $709,431 $0 $14,463,527 $4,111,744 $0 $19,284,702 TOTAL DIRECT COSTS $735,014 $0 $14,985,100 $4,260,019 $0 $19,980,133 Total Capital Costs $735,014 $0 $14,985,100 $4,260,019 $0 $19,980,133 *Actual costs incurred associated with planning and engineering design work are included in the project cost estimates."
100,859,Project Description The Supply Line 36-9-09 North Section 14 project will install 1.915 miles of pipe.
100,860,"SL-36-9-09 North is a high pressure pipeline, this portion was installed in 1920."
100,861,This portion of the pipeline has an MAOP of psig.
100,862,"The project is located in San Luis Obispo County, CA in the city of Santa Margarita, CA."
100,863,"The replacement consists of 1.755 miles of Phase 1B pipe, 0.001 miles of Phase 2A pipe and 0.059 miles of incidental pipe."
100,864,"Of the incidental pipe, 0.027 miles is included to facilitate construction."
100,865,The remaining 0.132 miles of incidental pipe is due to a re-route that follows an existing access road to minimize the impact to environmentally sensitive areas.
100,866,The proposed re-route also allows for safer monitoring and maintenance of the pipeline compared to the existing route.
100,867,The project is in a rural area and 1.765 miles of the pipe will be installed using the open trench method.
100,868,Approximately 615 feet will be installed via Horizontal Directional Drilling (HDD).
100,869,"The use of HDD is required to cross underneath a stream, trees, and rugged terrain."
100,870,Approximately 175 feet will be installed via slick bore under a railroad crossing.
100,871,Alternatives Considered Supply Line 36-9-09 North Section 14 is a critical line within the coastal distribution system and is the major supply line for customers in the area.
100,872,Abandoning this line would result in an inability to meet needs of customers in the Central Coast.
100,873,"Because of this, abandonment is not a viable option."
100,874,Derating this section of SL-36-9-09 North to less than 20% SMYS would reduce the capacity of the system resulting in an inability to meet customer demand during peak seasons and also is not an option.
100,875,Shut-In Analysis Supply Line 36-9-09 North Section 14 can be temporarily taken out of service during both winter and summer conditions.
100,876,The pipeline will be tied-in using Pressure Control Fittings (PCF).
100,877,There one customer located within this replacement.
100,878,CNG support will be required.
100,879,Forecast Methodology SoCalGas developed a Total Installed Cost (TIC) estimate to implement the above scope of work.
100,880,"The TIC estimate includes direct costs associated with project management, engineering and design, environmental permitting, land acquisition, material and equipment procurement and construction."
100,881,Southern California Gas Company 2019 GRC APP211snchoonHighlightSchedule The schedule was developed based on the seven stage project life cycle described in testimony.
100,882,"As defined in testimony, key project deliverables were identified and incorporated into a work breakdown structure."
100,883,"This work breakdown structure was then sequenced, and predecessor and successor tasks were linked."
100,884,Estimated durations were established for each task to derive a total project timeline.
100,885,"As described in greater detail below, the preliminary Construction Schedule is estimated to be 98 working days."
100,886,Southern California Gas Company 2019 GRC APP212 Project Map for SL-36-9-09N Section 14 PROJECT MILEAGE TABLE PHASE MILEAGE PHASE 1B 1.755 PHASE 2A 0.001 ACCELERATED - PHASE 2B 0 INCIDENTAL 0.027 INCIDENTAL RE-ROUTE 0.132 TOTAL MILEAGE 1.915 Southern California Gas Company 2019 GRC APP213[image: image77.jpg] Creek Rd Spanish Oaks ek Rd 101 36-9-09 NORTH Section 14 Legend El Camino Real - Re-route .....
100,887,"Phase 2A XXXXX Incidental Hydrotest Replace Pipelines 0 500 1,000 2,000 Feet Sources Esri, HERE, DeLorme, USGS, Intermap, INCREMENT P, NRCan, Esri Japan, METI, Esri China (Hong Kong), Esri Korea, Esri (Thailand), MapmyIndia, NGCC, @ OpenStreetMap contributors, and the GIS Jser Community Project Satellite Map for SL 36-9-09N-P1B Section 14 Southern California Gas Company 2019 GRC APP214[image: image78.jpg] smoak El Camino Real 36-9-09 NORTH Section 14 El Camino Real Legend Re-route Hydrotest Replace Pipeline N 0 1,000 2,000 Feet sri -FRE."
100,888,"Del orme, Mapny india, 0 OpenStreetMap contributors, Est, HERE, Del orme, Mapmyindia, OpenStreetMap contributors, and the @'S user community Source: Fer, DigitalGlobe, GeoEye, Earthstar Geographies, CRIES Airbus DS, USDA, USGS, AeroGRID, IGN, and the GS User Community The direct costs for each area are summarized below."
100,889,"Material PROJECT COST Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $871,180 $290,393 $0 $1,161,573 TOTAL DIRECT COSTS $0 $0 $871,180 $290,393 $0 $1,161,573 Assumptions Materials for this project will not be purchased until final internal authorization is obtained."
100,890,"This will allow for material to be procured, inspected and delivered to coincide with the anticipated construction start date."
